station,valid,tmpc,dwpc,relh,sped,p01m,gust_mph
NYC,2016-03-21 11:51,0.00,-2.20,85.12,0.00,0.00,null
LGA,2016-03-21 12:51,2.20,-2.80,69.51,5.75,0.00,null
JFK,2016-03-21 12:51,2.20,-1.10,78.79,3.45,0.00,null
NYC,2016-03-21 12:51,1.10,-2.80,75.20,6.90,0.00,null
NYC,2016-03-21 13:51,2.80,-2.20,69.63,3.45,0.00,null
JFK,2016-03-21 13:51,3.90,-1.70,66.85,4.60,0.00,null
LGA,2016-03-21 13:51,3.90,-2.20,64.43,3.45,0.00,null
JFK,2016-03-21 14:51,5.00,-1.10,64.68,8.05,0.00,null
NYC,2016-03-21 14:51,4.40,-4.40,52.79,9.20,0.00,null
LGA,2016-03-21 14:51,5.00,-3.30,54.97,8.05,0.00,null
JFK,2016-03-21 15:51,6.70,-1.70,55.02,11.50,0.00,null
LGA,2016-03-21 15:51,6.70,-3.90,46.73,8.05,0.00,null
NYC,2016-03-21 15:51,6.70,-5.00,43.02,6.90,0.00,null
LGA,2016-03-21 16:51,7.80,-6.10,36.70,11.50,0.00,20.70
NYC,2016-03-21 16:51,8.30,-6.10,null,null,0.00,null
JFK,2016-03-21 16:51,6.70,-2.80,50.73,11.50,0.00,null
NYC,2016-03-21 17:51,8.90,-12.80,20.12,6.90,0.00,20.70
JFK,2016-03-21 17:51,8.90,-7.20,31.30,14.95,0.00,24.15
LGA,2016-03-21 17:51,8.90,-9.40,26.38,20.70,0.00,27.60
JFK,2016-03-21 18:51,10.60,-13.90,16.42,16.10,0.00,23.00
LGA,2016-03-21 18:51,9.40,-11.10,22.30,20.70,0.00,27.60
NYC,2016-03-21 18:51,8.90,-13.30,19.32,5.75,0.00,21.85
NYC,2016-03-21 19:51,9.40,-12.20,20.42,13.80,0.00,24.15
LGA,2016-03-21 19:51,9.40,-9.40,25.51,21.85,0.00,33.35
JFK,2016-03-21 19:51,10.60,-12.20,18.84,21.85,0.00,35.65
JFK,2016-03-21 20:51,10.00,-11.70,20.41,25.30,0.00,34.50
LGA,2016-03-21 20:51,8.90,-8.30,28.75,24.15,0.00,36.80
NYC,2016-03-21 20:51,8.30,-11.10,24.02,16.10,0.00,31.05
JFK,2016-03-21 21:51,8.30,-12.80,20.95,26.45,0.00,33.35
NYC,2016-03-21 21:51,7.80,-11.70,23.68,9.20,0.00,20.70
LGA,2016-03-21 21:51,7.80,-8.30,30.97,23.00,0.00,34.50
JFK,2016-03-21 22:51,7.20,-13.30,21.69,24.15,0.00,33.35
NYC,2016-03-21 22:51,6.70,-12.80,23.37,10.35,0.00,23.00
LGA,2016-03-21 22:51,7.20,-9.40,29.61,23.00,0.00,32.20
LGA,2016-03-21 23:51,6.70,-7.80,34.72,16.10,0.00,28.75
JFK,2016-03-21 23:51,7.20,-11.70,24.68,19.55,0.00,31.05
NYC,2016-03-21 23:51,6.10,-10.00,30.47,12.65,0.00,21.85
LGA,2016-03-22 00:51,6.70,-6.70,37.79,21.85,0.00,34.50
NYC,2016-03-22 00:51,5.60,-8.90,34.38,10.35,0.00,26.45
JFK,2016-03-22 00:51,6.70,-10.00,29.23,21.85,0.00,32.20
LGA,2016-03-22 01:51,5.60,-6.10,42.69,18.40,0.00,27.60
NYC,2016-03-22 01:51,5.00,-8.90,35.85,9.20,0.00,null
JFK,2016-03-22 01:51,6.10,-9.40,31.94,23.00,0.00,32.20
JFK,2016-03-22 02:51,5.00,-8.30,37.57,23.00,0.00,39.10
NYC,2016-03-22 02:51,3.90,-7.20,44.18,9.20,0.00,null
LGA,2016-03-22 02:51,4.40,-5.00,50.46,21.85,0.00,33.35
JFK,2016-03-22 03:51,4.40,-7.80,40.72,18.40,0.00,26.45
LGA,2016-03-22 03:51,3.90,-5.60,49.93,27.60,0.00,34.50
NYC,2016-03-22 03:51,3.30,-7.80,44.00,18.40,0.00,33.35
LGA,2016-03-22 04:51,3.90,-6.70,45.91,20.70,0.00,27.60
JFK,2016-03-22 04:51,3.90,-9.40,37.23,21.85,0.00,31.05
NYC,2016-03-22 04:51,2.80,-8.30,43.85,6.90,0.00,null
LGA,2016-03-22 05:51,3.30,-7.80,44.00,17.25,0.00,24.15
JFK,2016-03-22 05:51,3.30,-9.40,38.84,14.95,0.00,28.75
NYC,2016-03-22 05:51,2.20,-8.30,45.76,3.45,0.00,null
JFK,2016-03-22 06:51,3.30,-8.90,40.39,11.50,0.00,null
NYC,2016-03-22 06:51,2.20,-8.30,45.76,6.90,0.00,null
LGA,2016-03-22 06:51,3.30,-7.20,46.09,14.95,0.00,20.70
NYC,2016-03-22 07:51,2.20,-8.30,45.76,9.20,0.00,17.25
LGA,2016-03-22 07:51,2.80,-7.80,45.58,11.50,0.00,21.85
JFK,2016-03-22 07:51,2.80,-8.30,43.85,16.10,0.00,null
NYC,2016-03-22 08:51,2.20,-8.90,43.67,6.90,0.00,null
LGA,2016-03-22 08:51,2.80,-8.30,43.85,14.95,0.00,20.70
JFK,2016-03-22 08:51,2.80,-8.30,43.85,11.50,0.00,null
JFK,2016-03-22 09:51,2.80,-8.30,43.85,11.50,0.00,null
NYC,2016-03-22 09:51,2.20,-8.90,43.67,4.60,0.00,null
LGA,2016-03-22 09:51,2.80,-8.30,43.85,13.80,0.00,19.55
NYC,2016-03-22 10:51,1.70,-8.90,45.26,0.00,0.00,null
JFK,2016-03-22 10:51,2.80,-7.80,45.58,14.95,0.00,null
LGA,2016-03-22 10:51,2.80,-8.30,43.85,11.50,0.00,23.00
NYC,2016-03-22 11:51,1.70,-8.30,47.42,5.75,0.00,null
LGA,2016-03-22 11:51,3.30,-8.30,42.32,16.10,0.00,null
JFK,2016-03-22 11:51,3.30,-7.80,44.00,12.65,0.00,null
LGA,2016-03-22 12:51,3.90,-8.30,40.57,12.65,0.00,21.85
JFK,2016-03-22 12:51,4.40,-8.30,39.17,17.25,0.00,null
NYC,2016-03-22 12:51,2.80,-8.90,41.84,4.60,0.00,null
JFK,2016-03-22 13:51,6.10,-8.30,34.81,13.80,0.00,null
NYC,2016-03-22 13:51,5.00,-8.30,37.57,8.05,0.00,null
LGA,2016-03-22 13:51,5.00,-8.30,37.57,14.95,0.00,19.55
NYC,2016-03-22 14:51,6.10,-8.90,33.21,6.90,0.00,19.55
LGA,2016-03-22 14:51,6.70,-8.90,31.87,17.25,0.00,23.00
JFK,2016-03-22 14:51,6.70,-8.30,33.40,14.95,0.00,null
LGA,2016-03-22 15:51,7.80,-8.90,29.56,14.95,0.00,20.70
JFK,2016-03-22 15:51,8.30,-8.30,29.94,13.80,0.00,null
NYC,2016-03-22 15:51,7.20,-9.40,29.61,6.90,0.00,20.70
LGA,2016-03-22 16:51,9.40,-8.90,26.52,14.95,0.00,23.00
NYC,2016-03-22 16:51,8.90,-9.40,26.38,9.20,0.00,20.70
JFK,2016-03-22 16:51,9.40,-8.30,27.79,17.25,0.00,null
NYC,2016-03-22 17:51,10.60,-8.90,24.48,6.90,0.00,null
LGA,2016-03-22 17:51,11.10,-8.90,23.68,9.20,0.00,20.70
JFK,2016-03-22 17:51,11.10,-8.30,24.81,17.25,0.00,null
NYC,2016-03-22 18:51,12.20,-8.90,22.02,6.90,0.00,null
LGA,2016-03-22 18:51,12.80,-8.30,22.18,11.50,0.00,20.70
JFK,2016-03-22 18:51,10.00,-5.00,34.39,19.55,0.00,null
NYC,2016-03-22 19:51,12.20,-6.70,26.11,5.75,0.00,null
JFK,2016-03-22 19:51,8.90,0.00,53.63,21.85,0.00,null
LGA,2016-03-22 19:51,12.80,-6.10,26.28,12.65,0.00,21.85
JFK,2016-03-22 20:51,9.40,1.10,56.14,20.70,0.00,null
LGA,2016-03-22 20:51,11.70,-0.60,42.58,16.10,0.00,20.70
NYC,2016-03-22 20:51,12.80,-6.10,26.28,9.20,0.00,17.25
NYC,2016-03-22 21:51,12.80,-5.00,28.57,8.05,0.00,null
LGA,2016-03-22 21:51,11.70,0.00,44.48,12.65,0.00,null
JFK,2016-03-22 21:51,9.40,1.70,58.61,18.40,0.00,null
JFK,2016-03-22 22:51,8.30,2.80,68.28,21.85,0.00,27.60
NYC,2016-03-22 22:51,12.20,-4.40,31.09,9.20,0.00,21.85
LGA,2016-03-22 22:51,12.80,-3.90,31.03,12.65,0.00,21.85
JFK,2016-03-22 23:51,8.30,4.40,76.43,23.00,0.00,29.90
LGA,2016-03-22 23:51,10.60,1.10,51.81,12.65,0.00,null
NYC,2016-03-22 23:51,11.70,-3.90,33.36,9.20,0.00,18.40
NYC,2016-03-23 00:51,11.70,-3.30,34.89,4.60,0.00,17.25
LGA,2016-03-23 00:51,10.60,1.10,51.81,13.80,0.00,null
JFK,2016-03-23 00:51,8.30,4.40,76.43,19.55,0.00,null
LGA,2016-03-23 01:51,10.60,1.70,54.09,12.65,0.00,null
NYC,2016-03-23 01:51,11.10,-0.60,44.31,10.35,0.00,18.40
JFK,2016-03-23 01:51,8.30,4.40,76.43,20.70,0.00,26.45
NYC,2016-03-23 02:51,10.60,-0.60,45.81,9.20,0.00,18.40
JFK,2016-03-23 02:51,8.90,3.90,70.86,17.25,0.00,null
LGA,2016-03-23 02:51,11.10,0.60,48.34,12.65,0.00,null
NYC,2016-03-23 03:51,9.40,-0.60,49.64,6.90,0.00,null
JFK,2016-03-23 03:51,8.30,2.80,68.28,17.25,0.00,null
LGA,2016-03-23 03:51,10.00,0.00,49.81,17.25,0.00,null
NYC,2016-03-23 04:51,9.40,-1.10,null,null,0.00,null
LGA,2016-03-23 04:51,10.00,-1.10,45.97,9.20,0.00,null
JFK,2016-03-23 04:51,7.80,3.30,73.18,16.10,0.00,null
LGA,2016-03-23 05:51,10.00,-0.60,47.68,11.50,0.00,null
JFK,2016-03-23 05:51,7.20,4.40,82.38,11.50,0.00,null
NYC,2016-03-23 05:51,10.00,-1.10,45.97,8.05,0.00,25.30
LGA,2016-03-23 06:51,10.00,0.00,49.81,8.05,0.00,null
NYC,2016-03-23 06:51,9.40,-0.60,49.64,6.90,0.00,null
JFK,2016-03-23 06:51,7.20,3.90,79.54,8.05,0.00,null
NYC,2016-03-23 07:51,9.40,-0.60,49.64,11.50,0.00,19.55
JFK,2016-03-23 07:51,8.90,2.80,65.56,11.50,0.00,null
LGA,2016-03-23 07:51,10.00,0.00,49.81,5.75,0.00,null
NYC,2016-03-23 08:51,10.00,0.00,49.81,6.90,0.00,16.10
JFK,2016-03-23 08:51,9.40,2.80,63.39,10.35,0.00,null
LGA,2016-03-23 08:51,10.00,0.60,52.02,8.05,0.00,null
JFK,2016-03-23 09:51,9.40,2.20,60.74,10.35,0.00,null
LGA,2016-03-23 09:51,10.60,0.60,49.97,9.20,0.00,null
NYC,2016-03-23 09:51,10.00,0.00,49.81,8.05,0.00,18.40
LGA,2016-03-23 10:51,10.60,1.10,51.81,9.20,0.00,17.25
JFK,2016-03-23 10:51,8.90,2.80,65.56,8.05,0.00,null
NYC,2016-03-23 10:51,10.00,0.60,null,null,0.00,null
JFK,2016-03-23 11:51,8.90,3.90,70.86,8.05,0.00,null
LGA,2016-03-23 11:51,11.10,1.10,50.11,5.75,0.00,null
NYC,2016-03-23 11:51,10.60,0.60,49.97,6.90,0.00,null
LGA,2016-03-23 12:51,11.70,0.60,46.46,12.65,0.00,18.40
JFK,2016-03-23 12:51,11.10,2.80,56.58,11.50,0.00,null
NYC,2016-03-23 12:51,11.10,0.00,46.28,8.05,0.00,null
LGA,2016-03-23 13:51,13.90,0.00,38.51,12.65,0.00,19.55
NYC,2016-03-23 13:51,12.80,0.00,41.38,10.35,0.00,18.40
JFK,2016-03-23 13:51,13.90,1.70,43.53,16.10,0.00,null
NYC,2016-03-23 14:51,14.40,-0.60,35.69,3.45,0.00,null
LGA,2016-03-23 14:51,15.00,-0.60,34.34,11.50,0.00,null
JFK,2016-03-23 14:51,16.10,1.10,36.19,14.95,0.00,null
JFK,2016-03-23 15:51,17.80,1.10,32.49,12.65,0.00,null
LGA,2016-03-23 15:51,16.10,-0.60,32.00,6.90,0.00,null
NYC,2016-03-23 15:51,15.60,-1.10,31.85,6.90,0.00,null
JFK,2016-03-23 16:51,19.40,-1.10,25.06,16.10,0.00,null
NYC,2016-03-23 16:51,16.70,-2.20,27.38,9.20,0.00,null
LGA,2016-03-23 16:51,17.80,-1.70,26.50,13.80,0.00,18.40
JFK,2016-03-23 17:51,21.10,-2.80,19.90,17.25,0.00,null
LGA,2016-03-23 17:51,18.30,-2.20,24.75,17.25,0.00,20.70
NYC,2016-03-23 17:51,18.30,-2.80,23.68,4.60,0.00,null
JFK,2016-03-23 18:51,21.70,-1.70,20.80,13.80,0.00,null
LGA,2016-03-23 18:51,20.00,-1.70,23.10,14.95,0.00,20.70
NYC,2016-03-23 18:51,19.40,-2.20,23.11,8.05,0.00,null
LGA,2016-03-23 19:51,20.60,-1.70,22.26,6.90,0.00,null
NYC,2016-03-23 19:51,20.60,-2.20,21.45,6.90,0.00,null
JFK,2016-03-23 19:51,21.70,-1.70,20.80,8.05,0.00,null
LGA,2016-03-23 20:51,21.70,-1.70,20.80,9.20,0.00,null
JFK,2016-03-23 20:51,21.70,-0.60,22.55,13.80,0.00,null
NYC,2016-03-23 20:51,21.70,-2.20,20.05,6.90,0.00,null
NYC,2016-03-23 21:51,21.10,-2.20,null,null,0.00,null
LGA,2016-03-23 21:51,21.10,-1.70,21.58,6.90,0.00,null
JFK,2016-03-23 21:51,17.20,2.20,36.51,9.20,0.00,null
NYC,2016-03-23 22:51,20.60,-2.20,21.45,0.00,0.00,null
JFK,2016-03-23 22:51,14.40,3.90,49.26,3.45,0.00,null
LGA,2016-03-23 22:51,21.10,-1.70,21.58,4.60,0.00,null
LGA,2016-03-23 23:51,17.20,1.10,33.75,10.35,0.00,null
NYC,2016-03-23 23:51,18.90,-2.20,23.84,0.00,0.00,null
JFK,2016-03-23 23:51,11.70,4.40,60.87,6.90,0.00,null
LGA,2016-03-24 00:51,16.10,1.70,37.78,0.00,0.00,null
JFK,2016-03-24 00:51,11.10,5.60,68.86,3.45,0.00,null
NYC,2016-03-24 00:51,17.20,0.00,31.17,4.60,0.00,null
NYC,2016-03-24 01:51,15.60,0.60,36.04,3.45,0.00,null
JFK,2016-03-24 01:51,10.00,6.10,76.71,5.75,0.00,null
LGA,2016-03-24 01:51,14.40,4.40,51.02,3.45,0.00,null
LGA,2016-03-24 02:51,12.20,5.00,61.41,0.00,0.00,null
JFK,2016-03-24 02:51,10.00,6.10,76.71,3.45,0.00,null
NYC,2016-03-24 02:51,14.40,1.70,42.14,4.60,0.00,null
LGA,2016-03-24 03:51,12.00,3.00,54.07,3.45,0.00,null
JFK,2016-03-24 03:51,10.60,5.60,71.19,4.60,0.00,null
NYC,2016-03-24 03:51,12.20,1.70,48.65,3.45,0.00,null
LGA,2016-03-24 04:51,11.70,2.80,54.38,8.05,0.00,null
JFK,2016-03-24 04:51,11.10,3.90,61.15,6.90,0.00,null
NYC,2016-03-24 04:51,11.70,2.20,52.11,5.75,0.00,null
NYC,2016-03-24 05:51,10.00,2.80,60.89,16.10,0.00,24.15
JFK,2016-03-24 05:51,9.40,2.20,60.74,5.75,0.00,null
LGA,2016-03-24 05:51,8.30,3.30,70.74,18.40,0.00,null
LGA,2016-03-24 06:51,7.80,3.30,73.18,19.55,0.00,null
JFK,2016-03-24 06:51,8.90,4.40,73.39,13.80,0.00,null
NYC,2016-03-24 06:51,7.80,2.20,67.69,12.65,0.00,26.45
LGA,2016-03-24 07:51,7.20,2.80,73.59,11.50,0.00,null
JFK,2016-03-24 07:51,7.80,3.30,73.18,11.50,0.00,null
NYC,2016-03-24 07:51,7.20,1.70,68.05,8.05,0.00,null
LGA,2016-03-24 08:51,7.20,2.80,73.59,11.50,0.00,null
NYC,2016-03-24 08:51,7.20,1.70,68.05,8.05,0.00,null
JFK,2016-03-24 08:51,7.20,2.80,73.59,10.35,0.00,null
LGA,2016-03-24 09:51,6.70,2.20,72.98,10.35,0.00,null
NYC,2016-03-24 09:51,6.70,1.70,70.42,6.90,0.00,null
JFK,2016-03-24 09:51,7.20,1.10,65.18,10.35,0.00,null
LGA,2016-03-24 10:51,7.20,2.20,70.52,13.80,0.00,null
NYC,2016-03-24 10:51,6.70,1.10,67.45,12.65,0.00,23.00
JFK,2016-03-24 10:51,7.20,0.60,62.87,9.20,0.00,null
JFK,2016-03-24 11:51,7.80,1.10,62.56,12.65,0.00,null
LGA,2016-03-24 11:51,7.20,1.70,68.05,17.25,0.00,null
NYC,2016-03-24 11:51,6.70,0.00,62.30,8.05,0.00,23.00
JFK,2016-03-24 12:37,8.00,2.00,65.83,11.50,0.00,null
LGA,2016-03-24 12:51,8.30,1.70,63.13,13.80,0.00,null
JFK,2016-03-24 12:51,8.90,1.70,60.62,12.65,0.00,null
NYC,2016-03-24 12:51,7.20,0.60,62.87,14.95,0.00,23.00
LGA,2016-03-24 13:28,8.00,2.00,65.83,18.40,0.00,null
NYC,2016-03-24 13:39,7.80,0.60,60.35,16.10,0.00,25.30
NYC,2016-03-24 13:51,8.30,0.60,58.33,13.80,0.00,25.30
JFK,2016-03-24 13:51,10.60,2.80,58.49,11.50,0.00,null
LGA,2016-03-24 13:51,8.90,2.20,62.82,20.70,0.00,null
JFK,2016-03-24 14:25,11.00,3.00,57.77,10.35,0.00,null
LGA,2016-03-24 14:36,9.00,2.00,61.52,19.55,0.00,null
NYC,2016-03-24 14:46,9.00,2.00,61.52,16.10,0.00,21.85
LGA,2016-03-24 14:51,8.90,2.20,62.82,20.70,0.00,27.60
NYC,2016-03-24 14:51,9.40,1.70,58.61,8.05,0.00,21.85
JFK,2016-03-24 14:51,11.10,3.90,61.15,6.90,0.00,null
LGA,2016-03-24 15:51,10.00,2.80,60.89,19.55,0.00,null
NYC,2016-03-24 15:51,9.40,1.70,58.61,11.50,0.00,21.85
JFK,2016-03-24 15:51,12.80,4.40,56.62,10.35,0.00,18.40
LGA,2016-03-24 16:51,10.00,2.80,60.89,16.10,0.00,null
NYC,2016-03-24 16:51,10.60,2.20,56.05,11.50,0.00,20.70
JFK,2016-03-24 16:51,12.20,4.40,58.89,20.70,0.00,26.45
NYC,2016-03-24 17:51,11.70,2.80,54.38,13.80,0.00,19.55
LGA,2016-03-24 17:51,11.10,3.30,58.62,14.95,0.00,null
JFK,2016-03-24 17:51,11.70,5.00,63.47,24.15,0.00,28.75
LGA,2016-03-24 18:51,10.60,3.30,60.60,18.40,0.00,null
NYC,2016-03-24 18:51,11.70,2.80,54.38,6.90,0.00,null
JFK,2016-03-24 18:51,10.60,5.00,68.28,23.00,0.00,28.75
NYC,2016-03-24 18:58,11.70,2.80,54.38,5.75,0.00,null
JFK,2016-03-24 19:00,10.00,4.00,66.27,19.55,0.00,28.75
LGA,2016-03-24 19:11,10.00,3.00,61.76,13.80,0.00,null
JFK,2016-03-24 19:51,9.40,4.40,70.95,21.85,0.00,29.90
NYC,2016-03-24 19:51,10.60,2.20,56.05,12.65,0.00,20.70
LGA,2016-03-24 19:51,10.60,3.30,60.60,17.25,0.00,null
NYC,2016-03-24 20:51,10.00,2.20,58.34,4.60,0.00,null
LGA,2016-03-24 20:51,9.40,3.30,65.67,13.80,0.00,null
JFK,2016-03-24 20:51,8.30,5.60,83.09,20.70,0.00,32.20
JFK,2016-03-24 21:19,8.00,6.00,87.19,19.55,0.00,26.45
JFK,2016-03-24 21:51,7.80,5.60,85.97,18.40,0.00,23.00
NYC,2016-03-24 21:51,9.40,3.90,68.51,5.75,0.00,null
LGA,2016-03-24 21:51,9.40,4.40,70.95,16.10,0.00,null
NYC,2016-03-24 22:09,8.90,3.90,70.86,4.60,0.00,17.25
JFK,2016-03-24 22:47,7.00,6.00,93.35,18.40,0.00,null
JFK,2016-03-24 22:51,7.20,5.60,89.56,14.95,0.00,23.00
LGA,2016-03-24 22:51,8.90,5.00,76.53,12.65,0.00,null
NYC,2016-03-24 22:51,8.30,3.90,73.79,8.05,0.00,17.25
LGA,2016-03-24 23:10,9.00,5.00,76.01,14.95,0.00,null
NYC,2016-03-24 23:36,7.80,4.40,79.07,4.60,0.00,17.25
LGA,2016-03-24 23:51,7.80,5.00,82.45,14.95,0.00,20.70
NYC,2016-03-24 23:51,7.80,4.40,79.07,6.90,0.00,null
JFK,2016-03-24 23:51,7.20,6.10,92.72,11.50,0.00,null
JFK,2016-03-25 00:06,7.00,6.00,93.35,9.20,0.00,null
JFK,2016-03-25 00:51,7.80,6.70,92.75,10.35,0.00,null
LGA,2016-03-25 00:51,8.30,5.60,83.09,11.50,0.00,null
NYC,2016-03-25 00:51,7.80,5.00,82.45,5.75,0.00,null
JFK,2016-03-25 01:51,8.30,6.70,89.65,9.20,0.00,null
LGA,2016-03-25 01:51,7.20,5.00,85.90,11.50,0.00,null
NYC,2016-03-25 01:51,7.80,5.00,82.45,8.05,0.00,null
LGA,2016-03-25 02:35,7.00,5.00,87.09,11.50,0.00,null
LGA,2016-03-25 02:51,6.70,5.00,88.90,12.65,0.00,null
NYC,2016-03-25 02:51,7.20,5.00,85.90,3.45,0.00,null
JFK,2016-03-25 02:51,8.30,7.20,92.78,10.35,0.00,null
NYC,2016-03-25 02:58,7.20,5.00,85.90,6.90,0.00,null
LGA,2016-03-25 03:51,7.20,5.60,89.56,12.65,0.00,null
JFK,2016-03-25 03:51,8.30,7.80,96.66,6.90,0.00,null
NYC,2016-03-25 03:51,7.20,5.00,85.90,3.45,0.00,null
NYC,2016-03-25 03:58,7.80,5.00,82.45,3.45,0.00,null
JFK,2016-03-25 04:28,9.00,8.00,93.45,6.90,0.00,null
LGA,2016-03-25 04:49,7.00,6.00,93.35,12.65,0.00,null
NYC,2016-03-25 04:51,7.80,5.60,85.97,6.90,0.00,null
LGA,2016-03-25 04:51,7.20,5.60,89.56,11.50,0.00,null
JFK,2016-03-25 04:51,8.30,7.20,92.78,4.60,0.00,null
JFK,2016-03-25 05:35,10.00,8.00,87.37,3.45,0.00,null
LGA,2016-03-25 05:35,8.00,6.00,87.19,9.20,0.00,null
JFK,2016-03-25 05:51,10.00,7.80,86.19,5.75,0.00,null
LGA,2016-03-25 05:51,7.80,6.10,88.99,9.20,0.00,null
NYC,2016-03-25 05:51,8.30,6.10,86.02,0.00,0.00,null
LGA,2016-03-25 05:58,8.00,6.00,87.19,8.05,0.00,null
LGA,2016-03-25 06:39,8.00,6.00,87.19,9.20,0.00,null
NYC,2016-03-25 06:43,8.30,6.10,86.02,0.00,0.00,null
JFK,2016-03-25 06:51,10.00,8.30,89.17,14.95,0.00,null
NYC,2016-03-25 06:51,8.30,6.10,86.02,3.45,0.00,null
LGA,2016-03-25 06:51,7.80,6.10,88.99,8.05,0.00,null
NYC,2016-03-25 07:01,8.30,6.10,86.02,3.45,0.00,null
LGA,2016-03-25 07:51,8.30,6.70,89.65,4.60,0.00,null
JFK,2016-03-25 07:51,10.00,8.90,92.87,13.80,0.00,21.85
NYC,2016-03-25 07:51,10.00,7.20,82.73,5.75,0.00,null
JFK,2016-03-25 08:51,10.00,8.90,92.87,14.95,0.00,null
NYC,2016-03-25 08:51,10.00,7.80,86.19,3.45,0.00,null
LGA,2016-03-25 08:51,10.60,8.90,89.22,5.75,0.00,null
LGA,2016-03-25 09:51,10.60,8.90,89.22,5.75,0.00,null
JFK,2016-03-25 09:51,10.60,8.90,89.22,16.10,null,null
NYC,2016-03-25 09:51,10.60,8.30,85.67,3.45,0.00,null
LGA,2016-03-25 10:51,11.70,9.40,85.78,8.05,null,null
JFK,2016-03-25 10:51,10.60,8.90,89.22,12.65,null,null
NYC,2016-03-25 10:51,11.10,8.90,86.30,0.00,0.00,null
NYC,2016-03-25 11:36,11.70,8.90,82.94,0.00,null,null
NYC,2016-03-25 11:51,11.70,9.40,85.78,3.45,null,null
LGA,2016-03-25 11:51,12.20,10.00,86.41,6.90,0.00,null
JFK,2016-03-25 11:51,10.60,8.90,89.22,18.40,0.00,null
JFK,2016-03-25 12:11,11.00,9.00,87.47,17.25,null,null
LGA,2016-03-25 12:51,13.30,10.00,80.40,10.35,0.00,null
NYC,2016-03-25 12:51,16.10,11.70,75.14,4.60,0.00,null
JFK,2016-03-25 12:51,11.70,9.40,85.78,16.10,null,null
JFK,2016-03-25 13:51,11.70,9.40,85.78,10.35,0.00,null
NYC,2016-03-25 13:51,17.80,12.80,72.53,3.45,0.00,null
LGA,2016-03-25 13:51,15.00,11.10,77.49,10.35,0.00,null
JFK,2016-03-25 14:10,12.00,9.00,81.87,13.80,0.00,null
JFK,2016-03-25 14:32,12.00,10.00,87.56,11.50,0.00,null
NYC,2016-03-25 14:51,18.90,12.20,65.07,0.00,0.00,null
LGA,2016-03-25 14:51,16.10,11.10,72.22,9.20,0.00,null
JFK,2016-03-25 14:51,12.20,9.40,83.00,13.80,0.00,null
LGA,2016-03-25 15:15,16.00,11.00,72.20,8.05,0.00,null
JFK,2016-03-25 15:51,12.80,10.00,83.08,14.95,0.00,null
NYC,2016-03-25 15:51,19.40,12.20,63.08,3.45,0.00,null
LGA,2016-03-25 15:51,17.20,11.70,70.07,11.50,0.00,null
NYC,2016-03-25 16:09,19.40,12.80,65.61,0.00,0.00,null
NYC,2016-03-25 16:41,19.40,13.90,70.49,4.60,null,null
NYC,2016-03-25 16:43,18.90,14.40,75.12,6.90,null,null
NYC,2016-03-25 16:51,17.80,14.40,null,null,1.02,null
JFK,2016-03-25 16:51,13.30,11.10,86.52,10.35,0.00,null
LGA,2016-03-25 16:51,17.20,11.10,67.34,8.05,null,null
NYC,2016-03-25 16:53,18.30,14.40,77.99,4.60,null,null
LGA,2016-03-25 16:56,17.00,12.00,72.38,13.80,0.25,17.25
LGA,2016-03-25 16:58,16.00,12.00,77.14,9.20,1.02,17.25
LGA,2016-03-25 17:05,17.00,13.00,77.29,5.75,1.78,null
LGA,2016-03-25 17:18,18.00,13.00,72.56,5.75,1.78,null
JFK,2016-03-25 17:51,13.90,10.60,80.49,6.90,0.00,null
NYC,2016-03-25 17:51,20.00,13.30,65.31,0.00,null,null
LGA,2016-03-25 17:51,18.90,14.40,75.12,0.00,1.78,null
JFK,2016-03-25 18:51,13.30,11.10,86.52,6.90,0.00,null
LGA,2016-03-25 18:51,22.20,12.20,53.08,10.35,0.00,null
NYC,2016-03-25 18:51,21.70,11.10,50.89,6.90,0.00,null
JFK,2016-03-25 19:51,15.00,12.20,83.34,5.75,null,null
NYC,2016-03-25 19:51,21.70,10.60,49.23,3.45,0.00,null
LGA,2016-03-25 19:51,22.80,11.10,47.59,6.90,0.00,null
LGA,2016-03-25 20:51,20.60,10.00,50.60,8.05,0.00,null
JFK,2016-03-25 20:51,13.90,11.70,86.58,8.05,null,null
NYC,2016-03-25 20:51,21.70,10.00,47.29,4.60,0.00,null
LGA,2016-03-25 21:51,21.70,8.30,42.17,9.20,0.00,null
NYC,2016-03-25 21:51,21.10,7.80,42.29,3.45,0.00,null
JFK,2016-03-25 21:51,14.40,11.10,80.55,0.00,0.00,null
NYC,2016-03-25 22:51,20.00,5.00,37.32,8.05,0.00,16.10
LGA,2016-03-25 22:51,20.00,5.60,38.91,11.50,0.00,null
JFK,2016-03-25 22:51,14.40,11.10,80.55,3.45,0.00,null
JFK,2016-03-25 23:37,20.00,4.00,34.80,18.40,0.00,25.30
NYC,2016-03-25 23:51,17.20,4.40,42.65,6.90,0.00,null
LGA,2016-03-25 23:51,16.70,5.60,47.86,14.95,0.00,20.70
JFK,2016-03-25 23:51,19.40,4.40,37.15,16.10,0.00,23.00
NYC,2016-03-26 00:51,15.00,2.80,43.85,0.00,0.00,null
LGA,2016-03-26 00:51,15.00,3.90,47.39,17.25,0.00,23.00
JFK,2016-03-26 00:51,16.10,3.90,44.16,17.25,0.00,25.30
NYC,2016-03-26 01:51,12.80,1.70,46.77,4.60,0.00,null
